simulation,space,space_link,config,config_link
hagen2024macro,hagen2024macro-space,https://sandbox.zenodo.org/records/598246/files/spaces.rds?download=1,hagen2024macro-config_M0, https://sandbox.zenodo.org/records/598246/files/config_M0.R?download=1
